timestamp,id_trem,linha,id_bloco,tipo_sinalizacao,comprimento_bloco_m,headway_seg,aspecto_sinal,velocidade_permitida_kmh,tempo_ocupacao_circuito_seg
2024-03-04 06:52:25.408854796,B0032,Linha B - CBTC,B-B03,CBTC,397.0,125.4,Verde,84.9,16.6
2024-03-04 06:52:26.250649777,B0030,Linha B - CBTC,B-B05,CBTC,775.0,91.9,Verde,87.3,32.2
2024-03-04 06:52:39.546654232,B0033,Linha B - CBTC,B-B02,CBTC,738.0,79.6,Amarelo,48.6,54.8
2024-03-04 06:52:44.432015960,A0013,Linha A - Bloco Fixo,A-B01,Bloco Fixo,997.0,171.0,Amarelo,58.0,62.5
2024-03-04 06:53:03.093922845,A0012,Linha A - Bloco Fixo,A-B05,Bloco Fixo,385.0,251.8,Verde,117.2,11.4
2024-03-04 06:53:24.095136233,A0013,Linha A - Bloco Fixo,A-B03,Bloco Fixo,1073.0,179.4,Amarelo,67.8,57.5
2024-03-04 06:53:34.524393027,B0033,Linha B - CBTC,B-B04,CBTC,513.0,86.1,Amarelo,48.4,39.0
2024-03-04 06:53:41.020468576,B0034,Linha B - CBTC,B-B01,CBTC,784.0,114.5,Verde,87.9,33.6
2024-03-04 06:53:50.145443518,B0031,Linha B - CBTC,B-B05,CBTC,775.0,93.3,Verde,83.9,34.4
2024-03-04 06:53:54.257120335,B0033,Linha B - CBTC,B-B03,CBTC,397.0,93.7,Verde,89.0,15.4
2024-03-04 06:53:54.654137929,A0013,Linha A - Bloco Fixo,A-B02,Bloco Fixo,695.0,181.9,Verde,108.4,22.3
2024-03-04 06:54:44.051426023,B0034,Linha B - CBTC,B-B02,CBTC,738.0,113.9,Verde,85.4,30.6
2024-03-04 06:55:10.628072146,A0013,Linha A - Bloco Fixo,A-B04,Bloco Fixo,928.0,196.7,Verde,116.1,28.5
2024-03-04 06:55:28.049797718,B0035,Linha B - CBTC,B-B01,CBTC,784.0,112.4,Verde,90.0,30.1
2024-03-04 06:55:39.029164818,B0034,Linha B - CBTC,B-B04,CBTC,513.0,117.6,Verde,89.2,19.8
2024-03-04 06:55:44.863025473,B0032,Linha B - CBTC,B-B05,CBTC,775.0,103.1,Verde,88.7,31.9
2024-03-04 06:55:58.761892126,B0034,Linha B - CBTC,B-B03,CBTC,397.0,116.2,Verde,83.2,16.7
2024-03-04 06:56:05.560966796,A0013,Linha A - Bloco Fixo,A-B05,Bloco Fixo,385.0,164.7,Amarelo,48.3,27.7
2024-03-04 06:56:31.080755165,B0035,Linha B - CBTC,B-B02,CBTC,738.0,99.6,Verde,81.3,32.1
2024-03-04 06:56:50.610867553,B0036,Linha B - CBTC,B-B01,CBTC,784.0,78.9,Amarelo,39.7,70.6
2024-03-04 06:57:13.711291012,B0033,Linha B - CBTC,B-B05,CBTC,775.0,85.4,Amarelo,41.1,65.9
2024-03-04 06:57:26.058493960,B0035,Linha B - CBTC,B-B04,CBTC,513.0,95.1,Verde,81.6,21.8
2024-03-04 06:57:37.139034038,A0014,Linha A - Bloco Fixo,A-B01,Bloco Fixo,997.0,294.0,Verde,119.2,30.2
2024-03-04 06:57:45.791221268,B0035,Linha B - CBTC,B-B03,CBTC,397.0,121.8,Verde,86.2,16.5
2024-03-04 06:57:53.641825000,B0036,Linha B - CBTC,B-B02,CBTC,738.0,85.0,Amarelo,47.7,56.7
2024-03-04 06:58:08.962370457,B0037,Linha B - CBTC,B-B01,CBTC,784.0,87.4,Amarelo,39.4,70.2
2024-03-04 06:58:16.802154311,A0014,Linha A - Bloco Fixo,A-B03,Bloco Fixo,1073.0,331.0,Verde,112.3,33.4
2024-03-04 06:58:47.361156007,A0014,Linha A - Bloco Fixo,A-B02,Bloco Fixo,695.0,335.3,Verde,112.2,22.0
2024-03-04 06:58:48.619563795,B0036,Linha B - CBTC,B-B04,CBTC,513.0,87.4,Amarelo,52.3,36.1
2024-03-04 06:59:07.774962981,B0038,Linha B - CBTC,B-B01,CBTC,784.0,64.4,Amarelo,44.9,65.1
2024-03-04 06:59:08.352291103,B0036,Linha B - CBTC,B-B03,CBTC,397.0,87.7,Amarelo,36.9,40.2
2024-03-04 06:59:11.993327904,B0037,Linha B - CBTC,B-B02,CBTC,738.0,77.0,Amarelo,43.0,62.8
2024-03-04 06:59:18.216062803,B0034,Linha B - CBTC,B-B05,CBTC,775.0,107.8,Verde,83.0,34.5
2024-03-04 07:00:03.335090224,A0014,Linha A - Bloco Fixo,A-B04,Bloco Fixo,928.0,311.0,Verde,114.3,28.6
2024-03-04 07:00:06.971066699,B0037,Linha B - CBTC,B-B04,CBTC,513.0,73.0,Amarelo,41.3,43.3
2024-03-04 07:00:10.805920428,B0038,Linha B - CBTC,B-B02,CBTC,738.0,54.3,Amarelo,46.0,57.3
2024-03-04 07:00:26.703794007,B0037,Linha B - CBTC,B-B03,CBTC,397.0,89.8,Amarelo,49.6,28.6
2024-03-04 07:00:55.043292427,B0039,Linha B - CBTC,B-B01,CBTC,784.0,107.0,Verde,85.4,32.9
2024-03-04 07:00:58.267984874,A0014,Linha A - Bloco Fixo,A-B05,Bloco Fixo,385.0,268.1,Verde,109.1,13.3
2024-03-04 07:01:05.245391945,B0035,Linha B - CBTC,B-B05,CBTC,775.0,114.8,Verde,82.0,33.6
2024-03-04 07:01:05.783659223,B0038,Linha B - CBTC,B-B04,CBTC,513.0,56.1,Amarelo,47.9,37.9
2024-03-04 07:01:25.516386531,B0038,Linha B - CBTC,B-B03,CBTC,397.0,67.1,Amarelo,42.3,35.3
2024-03-04 07:01:34.143479379,A0015,Linha A - Bloco Fixo,A-B01,Bloco Fixo,997.0,219.7,Verde,109.6,34.0
2024-03-04 07:01:58.074249874,B0039,Linha B - CBTC,B-B02,CBTC,738.0,119.6,Verde,88.2,29.8
2024-03-04 07:02:13.806599652,A0015,Linha A - Bloco Fixo,A-B03,Bloco Fixo,1073.0,262.2,Verde,111.2,33.2
2024-03-04 07:02:26.178603746,B0040,Linha B - CBTC,B-B01,CBTC,784.0,98.6,Verde,81.6,34.0
2024-03-04 07:02:27.806461780,B0036,Linha B - CBTC,B-B05,CBTC,775.0,73.9,Amarelo,37.3,71.9
2024-03-04 07:02:44.365601348,A0015,Linha A - Bloco Fixo,A-B02,Bloco Fixo,695.0,234.5,Verde,108.2,23.0
2024-03-04 07:02:53.051988669,B0039,Linha B - CBTC,B-B04,CBTC,513.0,94.1,Verde,85.1,21.7
2024-03-04 07:03:06.873715544,B0041,Linha B - CBTC,B-B01,CBTC,784.0,37.9,Vermelho,6.3,450.0
2024-03-04 07:03:12.784715977,B0039,Linha B - CBTC,B-B03,CBTC,397.0,120.7,Verde,87.2,16.5
2024-03-04 07:03:29.209561193,B0040,Linha B - CBTC,B-B02,CBTC,738.0,87.7,Amarelo,37.7,71.8
2024-03-04 07:03:46.157964684,B0037,Linha B - CBTC,B-B05,CBTC,775.0,72.6,Amarelo,48.3,57.4
2024-03-04 07:04:00.339535565,A0015,Linha A - Bloco Fixo,A-B04,Bloco Fixo,928.0,213.9,Verde,110.3,31.6
2024-03-04 07:04:09.904672991,B0041,Linha B - CBTC,B-B02,CBTC,738.0,40.0,Vermelho,2.9,531.4
2024-03-04 07:04:24.187299988,B0040,Linha B - CBTC,B-B04,CBTC,513.0,91.1,Verde,82.9,22.5
2024-03-04 07:04:33.480843725,B0042,Linha B - CBTC,B-B01,CBTC,784.0,86.5,Amarelo,36.6,79.9
2024-03-04 07:04:43.920027296,B0040,Linha B - CBTC,B-B03,CBTC,397.0,98.1,Verde,81.5,17.7
2024-03-04 07:04:44.970557208,B0038,Linha B - CBTC,B-B05,CBTC,775.0,63.7,Amarelo,36.0,79.9
2024-03-04 07:04:55.272430215,A0015,Linha A - Bloco Fixo,A-B05,Bloco Fixo,385.0,234.4,Verde,115.9,11.9
2024-03-04 07:05:04.882411786,B0041,Linha B - CBTC,B-B04,CBTC,513.0,36.5,Vermelho,3.6,369.4
2024-03-04 07:05:23.051737566,A0016,Linha A - Bloco Fixo,A-B01,Bloco Fixo,997.0,258.9,Verde,119.5,31.2
2024-03-04 07:05:24.615139094,B0041,Linha B - CBTC,B-B03,CBTC,397.0,42.0,Vermelho,1.5,285.8
2024-03-04 07:05:36.511801172,B0042,Linha B - CBTC,B-B02,CBTC,738.0,84.3,Amarelo,38.8,67.2
2024-03-04 07:05:50.954992994,B0043,Linha B - CBTC,B-B01,CBTC,784.0,70.4,Amarelo,40.1,72.2
2024-03-04 07:06:02.714857839,A0016,Linha A - Bloco Fixo,A-B03,Bloco Fixo,1073.0,216.7,Verde,115.3,35.0
2024-03-04 07:06:31.489539967,B0042,Linha B - CBTC,B-B04,CBTC,513.0,84.8,Amarelo,46.1,38.9
2024-03-04 07:06:32.238886654,B0039,Linha B - CBTC,B-B05,CBTC,775.0,108.4,Verde,89.8,31.6
2024-03-04 07:06:33.273859535,A0016,Linha A - Bloco Fixo,A-B02,Bloco Fixo,695.0,261.7,Verde,110.0,23.5
2024-03-04 07:06:51.222267275,B0042,Linha B - CBTC,B-B03,CBTC,397.0,78.1,Amarelo,43.0,34.0
2024-03-04 07:06:53.985950441,B0043,Linha B - CBTC,B-B02,CBTC,738.0,70.1,Amarelo,52.8,49.6
2024-03-04 07:07:48.963689236,B0043,Linha B - CBTC,B-B04,CBTC,513.0,69.2,Amarelo,41.5,43.4
2024-03-04 07:07:49.247793752,A0016,Linha A - Bloco Fixo,A-B04,Bloco Fixo,928.0,219.1,Verde,117.5,28.4
2024-03-04 07:08:03.374197973,B0040,Linha B - CBTC,B-B05,CBTC,775.0,77.8,Amarelo,48.2,57.4
2024-03-04 07:08:08.696416544,B0043,Linha B - CBTC,B-B03,CBTC,397.0,78.5,Amarelo,40.4,34.7
2024-03-04 07:08:10.346932798,B0044,Linha B - CBTC,B-B01,CBTC,784.0,154.5,Verde,86.4,31.5
2024-03-04 07:08:42.195964902,A0017,Linha A - Bloco Fixo,A-B01,Bloco Fixo,997.0,179.1,Amarelo,53.6,68.5
2024-03-04 07:08:44.069309771,B0041,Linha B - CBTC,B-B05,CBTC,775.0,34.6,Vermelho,6.2,449.7
2024-03-04 07:08:44.180688402,A0016,Linha A - Bloco Fixo,A-B05,Bloco Fixo,385.0,259.3,Verde,108.4,13.2
2024-03-04 07:09:07.777467501,B0045,Linha B - CBTC,B-B01,CBTC,784.0,63.0,Amarelo,49.0,60.4
2024-03-04 07:09:13.377890245,B0044,Linha B - CBTC,B-B02,CBTC,738.0,149.1,Verde,81.9,33.7
2024-03-04 07:09:21.859085175,A0017,Linha A - Bloco Fixo,A-B03,Bloco Fixo,1073.0,201.8,Verde,110.5,34.4
2024-03-04 07:09:52.418086871,A0017,Linha A - Bloco Fixo,A-B02,Bloco Fixo,695.0,193.9,Verde,116.7,22.0
2024-03-04 07:10:08.355629040,B0044,Linha B - CBTC,B-B04,CBTC,513.0,158.4,Verde,85.7,20.5
2024-03-04 07:10:10.676437952,B0042,Linha B - CBTC,B-B05,CBTC,775.0,86.9,Amarelo,40.5,71.4
2024-03-04 07:10:10.808424948,B0045,Linha B - CBTC,B-B02,CBTC,738.0,56.5,Amarelo,49.7,53.8
2024-03-04 07:10:11.743697507,B0046,Linha B - CBTC,B-B01,CBTC,784.0,71.7,Amarelo,51.1,54.1
2024-03-04 07:10:28.088356348,B0044,Linha B - CBTC,B-B03,CBTC,397.0,150.5,Verde,82.4,16.8
2024-03-04 07:11:05.786163743,B0045,Linha B - CBTC,B-B04,CBTC,513.0,51.3,Vermelho,3.0,369.4
2024-03-04 07:11:08.392021088,A0017,Linha A - Bloco Fixo,A-B04,Bloco Fixo,928.0,197.9,Verde,119.5,28.0
2024-03-04 07:11:14.774654954,B0046,Linha B - CBTC,B-B02,CBTC,738.0,54.7,Amarelo,52.6,48.6
2024-03-04 07:11:25.518891051,B0045,Linha B - CBTC,B-B03,CBTC,397.0,57.8,Amarelo,51.5,27.0
2024-03-04 07:11:28.150587221,B0043,Linha B - CBTC,B-B05,CBTC,775.0,72.9,Amarelo,49.4,56.8
2024-03-04 07:12:03.324915738,A0017,Linha A - Bloco Fixo,A-B05,Bloco Fixo,385.0,213.1,Verde,117.2,11.4
2024-03-04 07:12:09.752393749,B0046,Linha B - CBTC,B-B04,CBTC,513.0,64.4,Amarelo,52.3,34.3
2024-03-04 07:12:19.492938585,B0047,Linha B - CBTC,B-B01,CBTC,784.0,142.2,Verde,82.1,32.7
2024-03-04 07:12:29.485121057,B0046,Linha B - CBTC,B-B03,CBTC,397.0,71.0,Amarelo,41.4,34.1
2024-03-04 07:13:22.523896032,B0047,Linha B - CBTC,B-B02,CBTC,738.0,145.5,Verde,83.8,33.2
2024-03-04 07:13:47.542527025,B0044,Linha B - CBTC,B-B05,CBTC,775.0,126.0,Verde,88.8,31.3
2024-03-04 07:13:55.548445222,A0018,Linha A - Bloco Fixo,A-B01,Bloco Fixo,997.0,270.6,Verde,117.6,31.1
2024-03-04 07:14:17.501634827,B0047,Linha B - CBTC,B-B04,CBTC,513.0,116.1,Verde,83.5,21.3
2024-03-04 07:14:33.412017522,B0048,Linha B - CBTC,B-B01,CBTC,784.0,152.4,Verde,83.2,35.7
2024-03-04 07:14:35.211565495,A0018,Linha A - Bloco Fixo,A-B03,Bloco Fixo,1073.0,312.4,Verde,118.7,31.4
2024-03-04 07:14:37.234362135,B0047,Linha B - CBTC,B-B03,CBTC,397.0,112.8,Verde,84.0,16.9
2024-03-04 07:14:44.973061728,B0045,Linha B - CBTC,B-B05,CBTC,775.0,59.4,Amarelo,49.9,57.2
2024-03-04 07:15:05.770567191,A0018,Linha A - Bloco Fixo,A-B02,Bloco Fixo,695.0,341.0,Verde,116.5,22.2
2024-03-04 07:15:36.442974969,B0048,Linha B - CBTC,B-B02,CBTC,738.0,146.6,Verde,86.1,29.8
2024-03-04 07:15:48.939291734,B0046,Linha B - CBTC,B-B05,CBTC,775.0,58.8,Amarelo,49.0,56.3
2024-03-04 07:15:54.787444054,B0049,Linha B - CBTC,B-B01,CBTC,784.0,74.7,Amarelo,37.5,77.9
2024-03-04 07:16:21.744501408,A0018,Linha A - Bloco Fixo,A-B04,Bloco Fixo,928.0,280.2,Verde,116.7,27.5
2024-03-04 07:16:31.420713764,B0048,Linha B - CBTC,B-B04,CBTC,513.0,116.9,Verde,88.7,21.4
2024-03-04 07:16:51.153441072,B0048,Linha B - CBTC,B-B03,CBTC,397.0,129.1,Verde,87.0,17.2
2024-03-04 07:16:57.818401501,B0049,Linha B - CBTC,B-B02,CBTC,738.0,86.8,Amarelo,52.5,52.4
2024-03-04 07:17:16.677396058,A0018,Linha A - Bloco Fixo,A-B05,Bloco Fixo,385.0,286.6,Verde,117.6,11.6
2024-03-04 07:17:18.985298483,B0050,Linha B - CBTC,B-B01,CBTC,784.0,95.1,Verde,84.0,33.0
2024-03-04 07:17:46.276676298,A0019,Linha A - Bloco Fixo,A-B01,Bloco Fixo,997.0,226.2,Verde,115.1,31.4
2024-03-04 07:17:52.796140296,B0049,Linha B - CBTC,B-B04,CBTC,513.0,74.1,Amarelo,37.7,51.3
2024-03-04 07:17:56.688532812,B0047,Linha B - CBTC,B-B05,CBTC,775.0,131.3,Verde,83.7,34.8
2024-03-04 07:18:12.528867604,B0049,Linha B - CBTC,B-B03,CBTC,397.0,81.5,Amarelo,39.8,35.1
2024-03-04 07:18:22.016255930,B0050,Linha B - CBTC,B-B02,CBTC,738.0,93.5,Verde,81.4,32.6
2024-03-04 07:18:25.939796571,A0019,Linha A - Bloco Fixo,A-B03,Bloco Fixo,1073.0,239.9,Verde,119.2,32.0
2024-03-04 07:18:56.498798267,A0019,Linha A - Bloco Fixo,A-B02,Bloco Fixo,695.0,202.0,Verde,116.9,20.7
2024-03-04 07:19:14.391183397,B0051,Linha B - CBTC,B-B01,CBTC,784.0,117.9,Verde,87.6,33.7
2024-03-04 07:19:16.993994725,B0050,Linha B - CBTC,B-B04,CBTC,513.0,73.0,Amarelo,48.8,38.2
2024-03-04 07:19:36.726722033,B0050,Linha B - CBTC,B-B03,CBTC,397.0,82.5,Amarelo,41.6,34.2
2024-03-04 07:19:56.213688473,B0052,Linha B - CBTC,B-B01,CBTC,784.0,40.9,Vermelho,1.1,564.5
2024-03-04 07:20:10.607611749,B0048,Linha B - CBTC,B-B05,CBTC,775.0,129.1,Verde,87.1,32.6
2024-03-04 07:20:12.472732484,A0019,Linha A - Bloco Fixo,A-B04,Bloco Fixo,928.0,215.0,Verde,119.0,28.1
2024-03-04 07:20:17.422140844,B0051,Linha B - CBTC,B-B02,CBTC,738.0,129.5,Verde,81.7,32.8
2024-03-04 07:20:49.683846361,B0053,Linha B - CBTC,B-B01,CBTC,784.0,54.4,Amarelo,51.9,53.4
2024-03-04 07:20:59.244645920,B0052,Linha B - CBTC,B-B02,CBTC,738.0,39.8,Vermelho,0.0,531.4
2024-03-04 07:21:07.405627134,A0019,Linha A - Bloco Fixo,A-B05,Bloco Fixo,385.0,255.6,Verde,115.2,12.1
2024-03-04 07:21:12.399879639,B0051,Linha B - CBTC,B-B04,CBTC,513.0,102.9,Verde,84.6,21.1
2024-03-04 07:21:20.577006968,A0020,Linha A - Bloco Fixo,A-B01,Bloco Fixo,997.0,246.0,Verde,117.4,30.2
2024-03-04 07:21:31.983038281,B0049,Linha B - CBTC,B-B05,CBTC,775.0,73.7,Amarelo,36.4,74.4
2024-03-04 07:21:32.132606947,B0051,Linha B - CBTC,B-B03,CBTC,397.0,101.9,Verde,85.0,17.2
2024-03-04 07:21:52.714803808,B0053,Linha B - CBTC,B-B02,CBTC,738.0,55.3,Amarelo,47.7,53.5
2024-03-04 07:21:54.222384715,B0052,Linha B - CBTC,B-B04,CBTC,513.0,41.7,Vermelho,2.2,369.4
2024-03-04 07:22:00.240127241,A0020,Linha A - Bloco Fixo,A-B03,Bloco Fixo,1073.0,203.6,Verde,109.2,35.6
2024-03-04 07:22:13.955112023,B0052,Linha B - CBTC,B-B03,CBTC,397.0,37.5,Vermelho,0.9,285.8
2024-03-04 07:22:22.665511340,B0054,Linha B - CBTC,B-B01,CBTC,784.0,88.6,Amarelo,50.4,55.5
2024-03-04 07:22:30.799128937,A0020,Linha A - Bloco Fixo,A-B02,Bloco Fixo,695.0,217.9,Verde,111.8,22.2
2024-03-04 07:22:47.692542603,B0053,Linha B - CBTC,B-B04,CBTC,513.0,55.9,Amarelo,49.1,36.9
2024-03-04 07:22:56.180892710,B0050,Linha B - CBTC,B-B05,CBTC,775.0,75.1,Amarelo,48.7,58.7
2024-03-04 07:23:07.425269911,B0053,Linha B - CBTC,B-B03,CBTC,397.0,58.9,Amarelo,39.7,34.5
2024-03-04 07:23:25.696468787,B0054,Linha B - CBTC,B-B02,CBTC,738.0,96.0,Verde,87.3,30.6
2024-03-04 07:23:46.773063154,A0020,Linha A - Bloco Fixo,A-B04,Bloco Fixo,928.0,202.0,Verde,119.8,28.0
2024-03-04 07:24:20.674207582,B0054,Linha B - CBTC,B-B04,CBTC,513.0,81.5,Amarelo,52.5,37.0
2024-03-04 07:24:40.406934890,B0054,Linha B - CBTC,B-B03,CBTC,397.0,92.5,Verde,87.6,16.1
2024-03-04 07:24:41.412775493,B0055,Linha B - CBTC,B-B01,CBTC,784.0,129.9,Verde,82.7,34.6
2024-03-04 07:24:41.705957804,A0020,Linha A - Bloco Fixo,A-B05,Bloco Fixo,385.0,206.5,Verde,118.3,12.1
2024-03-04 07:24:51.586777624,B0051,Linha B - CBTC,B-B05,CBTC,775.0,106.3,Verde,85.2,32.4
2024-03-04 07:24:59.448993939,A0021,Linha A - Bloco Fixo,A-B01,Bloco Fixo,997.0,244.6,Verde,117.5,30.1
2024-03-04 07:25:33.409282700,B0052,Linha B - CBTC,B-B05,CBTC,775.0,35.9,Vermelho,2.5,558.0
2024-03-04 07:25:39.112114212,A0021,Linha A - Bloco Fixo,A-B03,Bloco Fixo,1073.0,202.1,Verde,109.3,35.6
2024-03-04 07:25:44.443732940,B0055,Linha B - CBTC,B-B02,CBTC,738.0,129.1,Verde,81.6,31.1
2024-03-04 07:26:09.671115908,A0021,Linha A - Bloco Fixo,A-B02,Bloco Fixo,695.0,238.7,Verde,118.7,20.6
2024-03-04 07:26:10.519523289,B0056,Linha B - CBTC,B-B01,CBTC,784.0,82.2,Amarelo,51.7,53.5
2024-03-04 07:26:26.879440588,B0053,Linha B - CBTC,B-B05,CBTC,775.0,50.4,Vermelho,5.2,546.6
2024-03-04 07:26:39.421471735,B0055,Linha B - CBTC,B-B04,CBTC,513.0,136.3,Verde,86.7,21.6
2024-03-04 07:26:59.154199043,B0055,Linha B - CBTC,B-B03,CBTC,397.0,120.0,Verde,88.8,16.1
2024-03-04 07:27:13.550480736,B0056,Linha B - CBTC,B-B02,CBTC,738.0,81.7,Amarelo,52.7,51.5
2024-03-04 07:27:25.645050125,A0021,Linha A - Bloco Fixo,A-B04,Bloco Fixo,928.0,194.4,Verde,112.2,28.5
2024-03-04 07:27:53.042943082,B0057,Linha B - CBTC,B-B01,CBTC,784.0,89.7,Amarelo,48.6,57.5
2024-03-04 07:27:59.861105567,B0054,Linha B - CBTC,B-B05,CBTC,775.0,104.2,Verde,83.9,31.9
2024-03-04 07:28:08.528219531,B0056,Linha B - CBTC,B-B04,CBTC,513.0,91.3,Verde,83.2,21.9
2024-03-04 07:28:20.577944775,A0021,Linha A - Bloco Fixo,A-B05,Bloco Fixo,385.0,242.0,Verde,109.2,12.9
2024-03-04 07:28:28.260946839,B0056,Linha B - CBTC,B-B03,CBTC,397.0,76.2,Amarelo,41.7,33.9
2024-03-04 07:28:56.073900529,B0057,Linha B - CBTC,B-B02,CBTC,738.0,90.6,Verde,85.3,30.0
2024-03-04 07:29:31.387545072,A0022,Linha A - Bloco Fixo,A-B01,Bloco Fixo,997.0,292.2,Verde,119.4,30.3
2024-03-04 07:29:51.051639324,B0057,Linha B - CBTC,B-B04,CBTC,513.0,94.3,Verde,81.2,23.6
2024-03-04 07:30:01.387674896,B0058,Linha B - CBTC,B-B01,CBTC,784.0,128.2,Verde,82.5,35.2
2024-03-04 07:30:10.784366632,B0057,Linha B - CBTC,B-B03,CBTC,397.0,101.7,Verde,87.8,16.4
2024-03-04 07:30:11.050665345,A0022,Linha A - Bloco Fixo,A-B03,Bloco Fixo,1073.0,305.6,Verde,109.4,37.0
2024-03-04 07:30:18.608369720,B0055,Linha B - CBTC,B-B05,CBTC,775.0,152.5,Verde,83.6,33.9
2024-03-04 07:30:41.609667041,A0022,Linha A - Bloco Fixo,A-B02,Bloco Fixo,695.0,306.6,Verde,115.1,22.2
2024-03-04 07:31:04.418632343,B0058,Linha B - CBTC,B-B02,CBTC,738.0,134.5,Verde,84.0,30.3
2024-03-04 07:31:47.715117516,B0056,Linha B - CBTC,B-B05,CBTC,775.0,85.7,Amarelo,53.8,53.3
2024-03-04 07:31:57.583601258,A0022,Linha A - Bloco Fixo,A-B04,Bloco Fixo,928.0,276.0,Verde,115.7,29.0
2024-03-04 07:31:59.396371138,B0058,Linha B - CBTC,B-B04,CBTC,513.0,123.4,Verde,84.6,21.0
2024-03-04 07:32:19.129098446,B0058,Linha B - CBTC,B-B03,CBTC,397.0,115.4,Verde,89.9,15.9
2024-03-04 07:32:34.059793228,B0059,Linha B - CBTC,B-B01,CBTC,784.0,170.4,Verde,81.4,34.5
2024-03-04 07:32:52.516495908,A0022,Linha A - Bloco Fixo,A-B05,Bloco Fixo,385.0,250.9,Verde,111.3,12.2
2024-03-04 07:33:30.238537309,B0057,Linha B - CBTC,B-B05,CBTC,775.0,104.9,Verde,82.2,32.6
2024-03-04 07:33:37.090750675,B0059,Linha B - CBTC,B-B02,CBTC,738.0,165.5,Verde,83.1,31.8
2024-03-04 07:33:53.314188934,A0023,Linha A - Bloco Fixo,A-B01,Bloco Fixo,997.0,292.6,Verde,111.0,32.6
2024-03-04 07:33:59.638581399,B0060,Linha B - CBTC,B-B01,CBTC,784.0,88.9,Amarelo,48.1,56.5
2024-03-04 07:34:32.068489470,B0059,Linha B - CBTC,B-B04,CBTC,513.0,133.1,Verde,85.8,22.3
2024-03-04 07:34:32.977309207,A0023,Linha A - Bloco Fixo,A-B03,Bloco Fixo,1073.0,295.2,Verde,115.4,33.4
2024-03-04 07:34:51.801216778,B0059,Linha B - CBTC,B-B03,CBTC,397.0,162.1,Verde,87.8,16.6
2024-03-04 07:35:02.669538846,B0060,Linha B - CBTC,B-B02,CBTC,738.0,92.3,Verde,82.7,33.1
2024-03-04 07:35:03.536310903,A0023,Linha A - Bloco Fixo,A-B02,Bloco Fixo,695.0,287.3,Verde,109.5,23.1
2024-03-04 07:35:38.583269123,B0058,Linha B - CBTC,B-B05,CBTC,775.0,130.9,Verde,85.9,31.7
2024-03-04 07:35:39.217663306,B0061,Linha B - CBTC,B-B01,CBTC,784.0,100.2,Verde,88.9,31.2
2024-03-04 07:35:57.647277641,B0060,Linha B - CBTC,B-B04,CBTC,513.0,78.4,Amarelo,45.3,39.2
2024-03-04 07:36:17.380004949,B0060,Linha B - CBTC,B-B03,CBTC,397.0,93.2,Verde,88.7,16.2
2024-03-04 07:36:19.510245120,A0023,Linha A - Bloco Fixo,A-B04,Bloco Fixo,928.0,278.0,Verde,113.7,30.4
2024-03-04 07:36:42.248620753,B0061,Linha B - CBTC,B-B02,CBTC,738.0,94.1,Verde,87.9,29.7
2024-03-04 07:37:14.443139770,A0023,Linha A - Bloco Fixo,A-B05,Bloco Fixo,385.0,271.3,Verde,113.0,12.6
2024-03-04 07:37:37.226359548,B0061,Linha B - CBTC,B-B04,CBTC,513.0,98.6,Verde,85.1,22.3
2024-03-04 07:37:56.959086856,B0061,Linha B - CBTC,B-B03,CBTC,397.0,91.5,Verde,88.5,15.9
2024-03-04 07:38:04.769043840,B0062,Linha B - CBTC,B-B01,CBTC,784.0,142.4,Verde,87.2,32.5
2024-03-04 07:38:11.255387455,B0059,Linha B - CBTC,B-B05,CBTC,775.0,167.7,Verde,85.0,32.2
2024-03-04 07:38:18.078145630,A0024,Linha A - Bloco Fixo,A-B01,Bloco Fixo,997.0,296.0,Verde,115.1,32.1
2024-03-04 07:38:57.741265903,A0024,Linha A - Bloco Fixo,A-B03,Bloco Fixo,1073.0,292.0,Verde,109.5,33.6
2024-03-04 07:39:06.714061960,B0063,Linha B - CBTC,B-B01,CBTC,784.0,61.3,Amarelo,45.5,63.2
2024-03-04 07:39:07.800001287,B0062,Linha B - CBTC,B-B02,CBTC,738.0,132.7,Verde,89.6,29.5
2024-03-04 07:39:28.300267599,A0024,Linha A - Bloco Fixo,A-B02,Bloco Fixo,695.0,228.0,Verde,109.7,23.0
2024-03-04 07:39:36.834175626,B0060,Linha B - CBTC,B-B05,CBTC,775.0,78.8,Amarelo,40.4,72.3
2024-03-04 07:40:02.777740082,B0062,Linha B - CBTC,B-B04,CBTC,513.0,167.0,Verde,89.7,19.6
2024-03-04 07:40:09.745019407,B0063,Linha B - CBTC,B-B02,CBTC,738.0,61.1,Amarelo,43.5,58.5
2024-03-04 07:40:22.510467390,B0062,Linha B - CBTC,B-B03,CBTC,397.0,149.6,Verde,87.6,17.1
2024-03-04 07:40:44.274201816,A0024,Linha A - Bloco Fixo,A-B04,Bloco Fixo,928.0,230.6,Verde,119.8,28.7
2024-03-04 07:41:04.722758202,B0063,Linha B - CBTC,B-B04,CBTC,513.0,71.2,Amarelo,41.8,43.7
2024-03-04 07:41:12.403588724,B0064,Linha B - CBTC,B-B01,CBTC,784.0,114.7,Verde,81.4,36.2
2024-03-04 07:41:16.413257533,B0061,Linha B - CBTC,B-B05,CBTC,775.0,93.5,Verde,85.6,33.8
2024-03-04 07:41:24.455485510,B0063,Linha B - CBTC,B-B03,CBTC,397.0,55.5,Amarelo,37.5,37.0
